Reactions|Direction|Left|Right
3146|>|2:63,2|1:2058
3147|>|2:184,2|1:2368
3148|>|2:76,2|1:2735
3149|>|2:179,2|1:2059
3150|>|1:1403|1:4563
3151|=|1:1407|1:1842
3152|=|2:24,1408|2:2754,10
3153|=|1:1409|1:4546
3154|>|2:4124,736|2:335,1419
3155|>|1:1419|1:3205
3156|>|1:1419|1:4104
3157|=|1:3368|1:1420
3158|>|1:1420|1:4017
3159|>|1:462|1:4352
3160|=|2:52,1423|2:3097,15
3161|=|2:29,1424|2:3122,15
3162|=|2:29,1427|2:2146,15
3163|=|1:1431|1:4261
3164|>|1:1431|2:11564,462
3165|>|1:32|1:1431
3166|=|1:3315|1:1434
3167|>|1:1436|1:3215
3168|=|2:4656,28|2:1439,30
3169|>|1:1442|1:2954
3170|=|1:1446|1:3792
3171|=|1:1448|1:2270
3172|>|1:1865|1:1058
3173|=|1:2095|1:1453
3174|=|1:4440|1:1453
3175|>|1:4439|2:1453,10
3176|>|1:2803|2:1453,14
3177|>|1:4556|1:1284
3178|>|1:4557|1:1455
3179|=|2:13,12325|1:3938
3180|=|1:1465|1:2189
3181|=|1:1473|1:13313
3182|=|1:2194|1:1474
3183|>|1:1712|1:1477
3184|=|2:139,1479|2:99,2691
3185|>|1:1483|1:3983
3186|=|1:1484|1:2414
3187|=|1:1485|1:1650
3188|>|1:1487|1:1058
3189|>|1:1487|1:3828
3190|=|1:1488|1:2792
3191|=|1:1491|1:2241
3192|>|1:1492|1:4044
3193|=|2:4044,28|2:1492,30
3194|=|1:2247|2:1500,78
3195|>|2:37,1502|2:1596,10
3196|>|1:4038|1:1502
3197|>|2:240,1502|2:3801,10
3198|>|1:1503|1:3929
3199|>|1:3161|1:1503
3200|=|1:3016|2:1509,82
3201|>|1:3790|1:1509
3202|=|1:1509|1:12515
3203|>|2:3133,19|2:166,1510
3204|=|2:382,786|2:2498,10
3205|=|1:1532|2:1516,56
3206|=|1:1520|1:4411
3207|=|2:4657,3|3:1524,22,4
3208|=|1:1362|1:2426
3209|=|2:1525,30|3:1991,639,28
3210|=|2:3546,10|2:1526,36
3211|=|1:1540|1:1541
3212|>|1:2615|1:1543
3213|>|2:1544,374|1:2709
3214|=|1:1718|1:1545
3215|>|1:1549|1:4481
3216|=|1:2285|1:1551
3217|=|1:1554|1:2944
3218|=|1:1555|1:2499
3219|=|2:1818,3|2:1556,4
3220|=|1:1561|1:2774
3221|=|1:1933|1:1562
3222|=|2:1563,28|2:2331,30
3223|>|1:2898|2:147,1565
3224|>|1:1566|1:4501
3225|=|1:2344|1:1567
3226|=|1:12329|1:2970
3227|>|1:1571|1:584
3228|>|1:1571|1:584
3229|=|1:1573|1:2731
3230|>|1:1573|1:2526
3231|=|2:24,12273|2:12274,10
3232|=|2:1576,4|2:3340,3
3233|>|1:4360|1:1578
3234|=|2:2777,3|2:1582,4
3235|=|1:2777|1:1582
3236|=|1:1583|1:4014
3237|=|1:1586|1:2798
3238|=|2:24,1594|2:2597,10
3239|=|2:94,1597|2:35,3142
3240|=|2:94,1597|2:35,3143
3241|=|2:1599,2|1:2644
3242|=|2:1605,324|2:1384,3416
3243|>|1:2367|1:1607
3244|>|1:1607|1:3059
3245|>|1:1767|1:1614
3246|>|1:3900|1:1615
3247|>|1:1615|1:3900
3248|=|2:24,1615|2:3889,10
3249|=|2:1615,301|2:2258,10
3250|=|2:1617,2|1:2934
3251|=|1:1978|2:1619,241
3252|=|1:1874|1:1621
3253|>|1:1623|1:3811
3254|>|1:1623|1:4056
3255|>|2:1627,2|1:2492
3256|=|2:2713,3|2:1636,4
3257|=|1:1639|1:3681
3258|=|2:1640,1236|2:1641,237
3259|=|2:1642,3|2:1763,4
3260|=|1:1643|1:1642
3261|=|2:1643,3|2:1763,4
3262|=|2:1643,28|2:1763,30
3263|>|1:1643|1:2530
3264|=|2:1801,203|2:22,1652
3265|=|2:29,1659|2:12278,15
3266|>|1:1660|1:4480
3267|=|2:230,1661|2:13,1663
3268|=|1:1665|1:2979
3269|>|1:1667|1:4594
3270|>|1:4593|1:1667
3271|=|1:1677|1:3254
3272|=|1:3168|2:1678,14
3273|=|1:1681|1:1911
3274|>|1:4496|1:1683
3275|>|1:1683|1:1684
3276|>|1:1684|1:4497
3277|=|1:2212|1:1685
3278|>|1:1691|1:2615
3279|=|2:1692,17|2:1383,1969
3280|>|1:1695|1:2405
3281|>|1:2353|1:1696
3282|>|1:1702|1:2608
3283|=|2:13387,2502|2:1704,2396
3284|=|2:1709,722|2:2692,2601
3285|=|1:1714|1:4595
3286|>|1:2709|2:2605,31
3287|>|2:5,2508|2:6,1727
3288|>|1:4221|1:1727
3289|=|1:1729|1:4010
3290|>|1:4013|1:1729
3291|=|1:1732|2:2404,4
3292|=|1:1916|1:1733
3293|=|2:44,1734|2:13,1681
3294|=|2:94,1512|2:35,1735
3295|=|1:1736|2:2012,428
3296|>|1:1738|1:1739
3297|>|1:3854|1:1738
3298|>|1:1738|1:4552
3299|>|1:1739|1:3835
3300|>|1:1739|1:3161
3301|>|1:1742|1:4356
3302|=|2:552,1744|2:584,10
3303|=|1:1938|1:1755
3304|=|2:1760,662|1:2133
3305|>|1:2309|1:1761
3306|>|1:2286|1:1765
3307|>|1:1766|1:4060
3308|>|1:1766|1:4060
3309|>|1:4062|1:1766
3310|=|1:4046|1:1766
3311|>|1:2536|1:1766
3312|=|2:1768,633|2:1768,633
3313|=|2:2100,22|2:1771,41
3314|>|1:2548|1:1526
3315|>|1:1526|1:2548
3316|=|2:1526,24|2:10,3885
3317|=|2:3452,10|2:1526,26
3318|=|1:1774|1:2852
3319|=|2:387,194|2:2747,10
3320|=|2:1782,17|2:1374,13433
3321|=|2:1783,3|2:4381,4
3322|=|1:1783|1:4381
3323|>|1:1783|1:3694
3324|>|1:1784|1:4383
3325|>|1:1785|1:2032
3326|>|1:4421|1:1787
3327|=|1:3904|2:1787,84
3328|>|1:4421|1:1787
3329|>|1:4421|1:1787
3330|>|1:1881|1:1789
3331|=|1:2602|2:1792,48
3332|>|1:1798|1:4084
3333|=|3:458,1798,2|3:13,2818,20
3334|>|2:1800,289|1:2738
3335|>|1:1805|1:4395
3336|=|2:1806,6|1:3137
3337|=|1:3039|1:3211
3338|=|1:1807|1:1993
3339|=|2:2208,3|2:1813,4
3340|=|1:2208|1:1813
3341|=|2:24,1819|2:33,1959
3342|=|1:2016|2:1820,118
3343|=|2:2210,3|2:1821,4
3344|>|1:1823|2:2695,14
3345|>|1:2952|1:1823
3346|>|1:2245|1:1825
3347|>|1:2851|1:1825
3348|>|1:3381|1:1825
3349|=|1:607|1:1826
3350|=|1:2094|1:1829
3351|=|1:4442|1:1829
3352|=|1:4443|1:1829
3353|=|1:2066|2:299,14704
3354|=|1:4172|1:1832
3355|=|1:2887|2:1844,1822
3356|>|1:1857|1:4134
3357|=|2:128,1861|2:10100,735
3358|>|1:1869|1:4508
3359|=|1:1871|2:3332,1870
3360|=|2:1877,30|4:2748,201,56,28
3361|>|1:2323|1:1879
3362|=|1:2805|2:58,14
3363|=|2:24,2862|2:1880,10
3364|=|1:1881|1:4165
3365|=|2:1884,70|2:2602,4003
3366|=|2:1892,3|2:2077,4
3367|=|1:1892|1:2077
3368|>|1:51|1:124
3369|>|1:1895|2:25,4220
3370|>|1:126|2:1896,13
3371|>|1:4128|1:1899
3372|>|1:1899|1:12540
3373|=|1:1908|1:3955
3374|=|1:13382|2:1908,604
3375|=|1:1911|1:3656
3376|=|2:95,1913|2:63,3194
3377|=|2:94,1917|2:140,13381
3378|=|1:1919|1:1918
3379|>|1:4377|1:774
3380|>|1:186|2:1921,15
3381|>|1:1923|1:4298
3382|=|1:1932|1:2228
3383|>|2:1934,10|1:4715
3384|>|1:4065|2:1623,1937
3385|=|1:1943|1:1945
3386|>|1:3950|1:97
3387|>|1:2152|1:4160
3388|=|1:2422|1:1959
3389|=|1:1962|1:2869
3390|=|2:1963,2|1:2809
3391|>|2:1970,229|2:99,2595
3392|>|1:1971|1:2367
3393|>|1:1976|1:4579
3394|=|1:1979|1:2878
3395|>|1:1982|1:2072
3396|=|1:1983|1:2082
3397|>|1:1990|1:4258
3398|>|1:1990|1:4252
3399|=|1:1994|1:4258
3400|>|1:1990|1:4257
3401|=|2:1991,26|2:2958,25
3402|>|1:942|1:1991
3403|=|1:1995|1:4152
3404|>|1:1995|1:4305
3405|=|2:51,1996|2:37,2196
3406|=|1:3150|1:2005
3407|=|1:2009|2:2708,14
3408|>|1:2017|1:2766
3409|=|2:2019,3|2:2119,4
3410|=|2:2021,4|2:2041,3
3411|=|2:387,1872|2:2193,10
3412|>|1:2022|1:2695
3413|=|1:2024|1:2105
3414|=|1:2849|1:2029
3415|>|1:2030|1:4208
3416|>|2:4173,25|1:4510
3417|>|1:2033|1:942
3418|>|1:3947|2:2043,10
3419|>|1:4037|2:37,2043
3420|>|1:4036|2:2043,240
3421|=|1:2043|1:3068
3422|=|1:2572|2:2047,12323
3423|>|1:2051|2:432,57
3424|=|2:52,2054|2:3036,15
3425|>|1:2071|1:2685
3426|=|2:2078,1400|1:2819
3427|=|1:124|1:51
3428|=|1:3869|2:103,882
3429|=|1:2084|1:2824
3430|>|1:3897|1:2085
3431|>|1:2085|1:3897
3432|=|2:2085,24|2:3883,10
3433|=|2:2085,1686|2:2995,10
3434|=|1:2945|2:2088,9
3435|>|1:1464|1:2996
3436|>|1:4444|1:2094
3437|=|2:29,2097|2:2097,15
3438|>|1:2101|1:2325
3439|>|1:1846|1:3832
3440|>|1:1846|1:3832
3441|=|2:2104,24|1:2422
3442|=|1:3366|1:2105
3443|=|1:2106|1:2907
3444|=|2:2109,1723|2:2888,631
3445|>|1:2117|1:4326
3446|>|1:4326|1:2117
3447|>|1:2117|1:12538
3448|=|1:2125|1:4214
3449|=|1:2127|1:2456
3450|=|2:62,2132|1:13384
3451|>|2:2132,733|1:3032
3452|>|1:3489|1:2134
3453|>|1:3867|2:2139,224
3454|=|2:2141,270|2:2143,78
3455|>|1:2145|1:4517
3456|=|1:2145|1:4516
3457|>|1:4519|1:2145
3458|>|1:4517|1:2145
3459|>|2:2328,1|1:2149
3460|=|2:150,2156|2:2677,10
3461|=|2:150,2157|2:3352,10
3462|=|2:2158,2|1:2990
3463|=|2:24,2169|2:2159,10
3464|>|1:2164|1:4372
3465|>|1:4575|1:2168
3466|>|1:2172|1:4560
3467|=|2:2967,26|2:2857,25
3468|=|1:2176|1:4087
3469|>|2:2179,10|1:2500
3470|>|1:4293|1:2179
3471|=|1:2180|1:2749
3472|=|1:2182|1:2876
3473|>|1:2184|1:4400
3474|>|1:2185|1:2187
3475|=|2:2186,2|3:2935,201,13
3476|>|1:2187|1:3724
3477|>|2:20,230|1:3590
3478|=|1:124|1:51
3479|>|1:2200|1:3385
3480|=|2:29,2207|2:3435,15
3481|=|2:475,2207|2:55,2207
3482|=|1:2949|2:2209,33
3483|=|2:2209,265|2:2836,262
3484|=|2:2213,3|2:3044,4
3485|=|1:2213|1:3044
3486|=|1:2214|1:4762
3487|=|2:2217,3|2:3027,4
3488|=|2:81,2224|2:3220,10
3489|>|2:2230,25|1:4174
3490|>|1:2230|1:2505
3491|=|2:397,2231|1:2784
3492|=|1:2636|2:33,2233
3493|=|2:24,2236|2:33,2561
3494|=|1:2362|1:2237
3495|=|1:3198|1:2239
3496|>|1:2243|1:2537
3497|>|1:2245|1:2851
3498|=|1:2246|1:3035
3499|=|1:2252|2:3000,201
3500|>|1:3806|1:2256
3501|>|1:2256|1:3808
3502|>|2:2256,116|1:3386
3503|=|1:2810|2:2273,67
3504|=|2:29,2274|2:3374,15
3505|=|2:2981,1799|2:108,2276
3506|=|2:2282,26|2:3047,42
3507|=|2:2283,3|2:149,3320
3508|>|1:242|1:2292
3509|>|1:3161|1:2293
3510|=|1:2296|2:3001,201
3511|=|2:2300,28|2:2402,30
3512|=|2:307,2301|2:35,3541
3513|=|2:94,2304|2:35,3438
3514|=|2:704,593|2:55,593
3515|>|2:3102,2910|1:2310
3516|>|1:2312|1:4316
3517|>|1:3500|1:2317
3518|>|1:2317|1:4587
3519|=|1:3010|2:51,2322
3520|=|2:873,2324|2:3393,33
3521|=|1:2326|1:4513
3522|>|1:2327|2:2328,1
3523|>|1:4310|2:2328,57
3524|>|1:2329|1:2431
3525|=|2:2329,3255|2:2431,3482
3526|>|2:12696,10|2:12694,2329
3527|=|1:2329|1:4415
3528|=|1:3031|1:2333
3529|=|1:2334|1:2548
3530|>|1:4715|1:2339
3531|=|2:2407,4|2:2341,3
3532|=|1:4088|2:2343,5287
3533|>|1:377|1:1264
3534|=|1:2982|1:2354
3535|=|1:2983|1:2354
3536|=|2:29,2357|2:2728,15
3537|>|1:2363|2:2899,6
3538|>|1:204|1:2371
3539|=|1:2375|2:2163,41
3540|=|1:3295|2:2377,1754
3541|>|1:3303|1:2386
3542|>|1:2386|1:4583
3543|=|1:3046|2:2390,191
3544|=|1:2817|2:2391,241
3545|=|2:2394,323|2:3007,322
3546|>|1:158|1:3787
3547|=|3:2395,1192,7|2:2501,1169
3548|=|1:2399|1:2516
3549|=|1:2399|2:4260,11563
3550|=|2:99,1095|3:14,139,2353
3551|>|1:2209|1:3054
3552|=|2:29,2416|2:3148,15
3553|>|1:2420|1:2700
3554|=|1:2425|1:4123
3555|>|1:2425|1:4580
3556|=|1:3110|1:2425
3557|=|1:4122|1:2425
3558|=|1:2428|1:2853
3559|>|1:2632|1:2429
3560|=|1:4417|1:2431
3561|>|1:2431|1:2556
3562|=|2:3068,3|2:2432,4
3563|=|2:2854,1|2:2437,14
3564|=|1:2961|2:2441,33
3565|=|1:4087|1:2447
3566|>|1:2449|1:3208
3567|>|1:2450|1:2962
3568|=|1:2460|1:3115
3569|=|1:3086|2:2461,33
3570|>|1:4092|1:4873
3571|>|2:2468,1047|1:3638
3572|=|1:3212|2:392,2472
3573|=|1:2500|2:2835,10
3574|>|1:3406|1:2503
3575|=|1:2761|2:2505,41
3576|=|2:2655,151|2:2510,71
3577|=|1:2515|1:2609
3578|=|1:2516|2:4260,11564
3579|=|1:2519|1:2520
3580|=|2:3092,10|2:13,2522
3581|>|1:568|1:3499
3582|=|2:2525,45|2:12,2640
3583|>|1:2530|1:2787
3584|=|1:2530|1:3953
3585|>|1:4402|2:2533,9
3586|>|1:4056|1:2536
3587|=|1:2536|1:3152
3588|=|1:2903|1:2538
3589|=|1:3243|2:2543,9
3590|=|2:1860,633|2:1860,633
3591|=|1:2546|1:3062
3592|=|1:3886|1:2548
3593|>|1:2553|1:4152
3594|>|1:2553|1:4143
3595|=|1:896|2:2557,25
3596|>|1:4087|1:2563
3597|=|1:2563|1:3140
3598|=|1:2568|2:149,2568
3599|=|1:3061|1:2570
3600|>|1:2576|1:4250
3601|=|2:29,2579|2:103,3539
3602|=|1:3539|2:101,2579
3603|=|2:199,2581|2:3748,15
3604|=|1:2581|1:3748
3605|=|1:3611|1:2581
3606|=|2:2947,3|2:2584,4
3607|=|1:2947|1:2584
3608|=|2:4421,41|1:2588
3609|=|1:2588|2:4421,25
3610|>|1:2596|1:2672
3611|=|1:2604|1:3300
3612|=|1:2611|2:3833,67
3613|=|2:24,2612|2:3183,10
3614|=|2:2614,2614|2:2614,2614
3615|=|2:87,2614|2:31,2614
3616|=|1:16772|1:3056
3617|=|1:16772|1:3056
3618|=|1:3037|1:2624
3619|=|1:3037|1:2624
3620|=|1:2864|2:2626,2020
3621|=|1:3364|1:2627
3622|>|1:2628|1:3364
3623|>|1:2099|1:3199
3624|=|1:2635|1:3299
3625|>|1:3534|1:2647
3626|=|1:3623|1:2647
3627|=|1:2656|1:4461
3628|=|2:297,2660|2:3223,10
3629|>|1:2661|1:4509
3630|=|1:2662|1:3216
3631|>|1:3808|1:2666
3632|=|2:2667,61|1:2865
3633|=|2:3227,2392|2:567,9359
3634|>|1:2672|1:4370
3635|>|1:2680|2:4002,13
3636|>|1:2688|1:3277
3637|>|2:994,2689|1:3631
3638|>|1:2695|1:2786
3639|>|1:2702|1:4419
3640|=|2:607,12693|1:12700
3641|=|2:153,358|2:1570,3240
3642|=|2:2711,4|2:3108,3
3643|=|1:2711|1:3108
3644|>|2:2719,95|1:3330
3645|>|2:2719,95|1:3330
3646|=|2:2720,26|2:2787,25
3647|=|1:2722|1:3207
3648|=|2:3006,3|2:2729,4
3649|>|1:2738|1:3456
3650|=|1:2994|2:2744,64
3651|=|1:2750|1:2751
3652|=|1:2756|1:2756
3653|>|1:2756|1:99
3654|>|1:2761|1:4175
3655|>|1:2761|2:185,9
3656|>|1:2761|1:4180
3657|>|1:2761|1:4181
3658|>|1:2505|1:4184
3659|>|1:2761|1:4185
3660|=|1:2762|2:4533,10
3661|>|1:4384|1:2776
3662|>|1:2780|1:4341
3663|>|1:1939|1:2782
3664|>|1:2782|1:3447
3665|=|1:3150|1:2783
3666|>|1:2790|1:4031
3667|=|1:2790|1:4031
3668|>|1:3289|1:2793
3669|=|1:2793|1:2794
3670|=|1:2799|1:2926
3671|>|1:3259|2:56,2802
3672|>|2:2803,26|2:4441,25
3673|=|1:3580|2:909,2804
3674|=|2:3132,2807|2:2807,2806
3675|=|1:3227|2:2815,108
3676|=|1:2936|1:2816
3677|=|1:2821|2:13,3301
3678|=|1:2825|1:3228
3679|>|1:2829|1:4344
3680|>|1:2847|1:3384
3681|>|1:3972|1:2847
3682|>|1:3972|1:2847
3683|>|1:4131|1:2847
3684|=|2:165,3395|2:2850,9
3685|>|1:2855|1:13369
3686|>|1:2855|1:4099
3687|>|1:2859|1:3249
3688|>|1:3723|2:2859,496
3689|=|1:2865|1:3765
3690|=|2:43,2871|2:103,3644
3691|>|2:4313,109|2:2883,9
3692|>|1:3365|1:2883
3693|=|2:3241,323|2:2884,322
3694|>|1:2900|1:3815
3695|>|1:982|1:1795
3696|=|1:2905|1:3980
3697|>|1:2910|2:3102,14
3698|>|1:2910|1:4112
3699|=|2:2913,1|1:3284
3700|>|1:2914|1:4453
3701|>|2:2914,2910|1:4547
3702|=|1:3331|1:2915
3703|=|2:3363,3|2:2916,4
3704|>|1:2919|1:3342
3705|>|1:2919|1:3342
3706|>|1:2646|1:2878
3707|=|2:13,2927|1:3355
3708|>|1:4086|1:2931
3709|=|2:3253,2188|2:2938,9272
3710|=|2:3278,323|2:2940,322
3711|=|2:24,2941|2:3322,10
3712|=|1:3361|2:2942,9
3713|=|1:13367|1:4088
3714|=|1:595|1:3439
3715|=|1:434|2:434,315
3716|>|2:2949,291|1:3505
3717|=|2:52,2951|2:3586,15
3718|>|1:3365|1:2952
3719|=|1:229|1:99
3720|>|1:415|1:99
3721|=|2:2963,30|2:3154,28
3722|=|1:1051|1:3794
3723|=|2:2973,3|2:3020,4
3724|=|2:94,3457|2:35,3513
3725|=|1:2984|1:3401
3726|=|2:3214,134|2:31,2985
3727|=|2:52,2985|2:3578,15
3728|=|2:835,2985|2:3510,15
3729|=|1:2987|1:3056
3730|=|2:3011,26|2:3264,25
3731|=|2:3012,3|2:3392,4
3732|=|1:3012|1:3392
3733|=|1:3014|1:3013
3734|>|1:9969|1:762
3735|=|2:563,434|2:434,15
3736|=|1:10243|1:3020
3737|=|1:3521|1:3021
3738|=|2:3533,13|2:402,116
3739|=|2:3422,2775|2:1074,3022
3740|=|2:24,3024|2:3431,10
3741|>|1:3202|2:3026,14
3742|=|1:3633|2:3028,63
3743|>|1:3342|1:8969
3744|>|1:3917|1:8965
3745|>|1:3920|1:8964
3746|>|2:1066,3034|1:4224
3747|=|2:81,3039|2:3351,10
3748|=|1:3049|1:3358
3749|=|2:29,3052|2:6733,15
3750|>|1:2878|1:3054
3751|>|1:3054|1:4402
3752|=|1:3411|2:3054,185
3753|>|1:2949|1:3335
3754|>|1:3056|1:4083
3755|>|1:3056|1:3403
3756|=|2:3064,4|2:3383,3
3757|=|1:3071|2:1754,3667
3758|=|1:3579|2:3074,13365
3759|>|2:130,3075|1:3399
3760|=|1:3476|1:3076
3761|=|1:4168|1:3078
3762|>|1:3117|1:3079
3763|=|1:3625|2:137,3081
3764|=|1:3819|1:2763
3765|=|1:2953|1:3993
3766|>|1:3103|1:3414
3767|>|1:3105|1:4450
3768|=|1:3563|2:3109,116
3769|>|1:3206|1:3110
3770|>|1:3110|1:4122
3771|>|1:4512|1:3111
3772|=|1:3111|1:3327
3773|=|2:129,4432|2:4431,1
3774|>|1:4613|1:3371
3775|=|2:3371,24|2:4613,81
3776|=|1:3496|1:3119
3777|=|1:3123|1:3430
3778|=|1:3213|1:3125
3779|>|1:4081|2:3128,9278
3780|>|2:3130,2|1:3330
3781|=|2:3134,30|2:3347,28
3782|>|1:238|1:3985
3783|>|1:1238|1:4570
3784|=|1:3144|1:3599
3785|>|1:3575|2:3151,14
3786|=|1:3153|1:3451
3787|=|1:3158|1:3310
3788|>|1:3161|1:2618
3789|=|2:3164,2|1:3479
3790|=|2:3166,2|1:3480
3791|>|1:3531|1:1125
3792|>|1:151|1:71
3793|=|2:3195,129|2:4688,31
3794|=|2:3195,433|2:4689,31
3795|=|2:3195,67|2:4687,31
3796|=|2:1476,3|2:2046,4
3797|>|1:3529|1:3626
3798|=|1:3516|1:3203
3799|=|1:3536|1:3206
3800|=|1:3536|1:3206
3801|>|1:3208|1:3493
3802|=|1:3221|1:3222
3803|=|2:3233,661|2:661,3233
3804|=|2:199,3541|2:4798,15
3805|>|1:1828|1:3236
3806|=|1:3236|1:3501
3807|=|1:3366|1:3245
3808|>|1:4014|1:3449
3809|=|1:3515|1:3250
3810|=|1:3250|1:4225
3811|=|1:3250|1:4225
3812|=|2:52,3251|2:3636,15
3813|=|1:98|1:800
3814|=|2:3482,375|2:3255,366
3815|=|1:4607|1:3258
3816|=|1:3260|1:4101
3817|=|2:5435,30|2:3565,28
3818|=|2:3324,26|2:9685,25
3819|=|1:3269|1:4425
3820|=|1:3269|1:3204
3821|>|1:3269|1:138
3822|=|1:3276|1:4373
3823|>|1:3276|1:4380
3824|>|1:3276|1:4380
3825|>|1:3277|1:4375
3826|>|1:3277|1:4376
3827|>|2:3287,2|1:3311
3828|=|2:33,3290|2:13,3316
3829|=|1:3316|2:3290,33
3830|=|2:43,3292|2:3659,15
3831|>|1:3505|1:3306
3832|=|1:3418|1:3310
3833|=|1:3313|1:3345
3834|>|2:3313,960|2:3345,783
3835|>|2:3606,12295|2:3314,9
3836|>|2:3314,435|2:490,4414
3837|=|1:3690|2:3323,13364
3838|>|1:2380|1:12243
3839|=|1:3504|2:1808,13342
3840|>|1:3344|1:3534
3841|>|2:3345,960|2:783,3422
3842|=|2:24,3350|2:3542,10
3843|>|1:4083|1:3354
3844|>|1:2866|1:4448
3845|>|1:4448|1:2866
3846|>|1:2866|1:3988
3847|>|1:2866|1:4448
3848|>|1:3304|1:2866
3849|>|1:2866|2:4449,3304
3850|=|1:3373|1:3403
3851|=|1:3378|1:3498
3852|=|2:4606,1136|1:17005
3853|>|1:3384|1:3158
3854|>|1:3386|2:3807,9
3855|>|1:3387|1:330
3856|=|1:3388|1:3577
3857|=|1:3967|1:3310
3858|=|2:3685,3|2:3397,4
3859|=|2:24,3405|2:3432,10
3860|=|1:4035|2:3417,37
3861|=|1:4034|2:3417,240
3862|>|1:3418|1:4446
3863|=|1:3418|1:3972
3864|=|1:3419|2:3420,33
3865|=|2:29,3421|2:3628,15
3866|=|2:43,1137|2:3688,15
3867|=|2:43,3427|1:3457
3868|=|2:52,3429|2:3670,15
3869|>|1:3433|1:3620
3870|=|2:1024,3442|2:31,3487
3871|>|1:3447|1:3381
3872|=|2:3453,4|2:3666,3
3873|=|2:94,3457|2:35,4329
3874|=|1:3669|2:31,3461
3875|>|1:3468|1:4405
3876|=|1:3492|1:3469
3877|=|2:4021,3|2:3471,4
3878|=|2:3471,10|2:13,3538
3879|>|1:3473|1:3624
3880|>|1:3475|1:3474
3881|=|2:324,3481|2:584,3662
3882|=|1:3560|2:2928,187
3883|>|1:4405|1:3531
3884|=|2:153,13888|2:3242,3566
3885|=|1:3486|1:3995
3886|>|1:3616|1:3488
3887|>|1:3616|1:3488
3888|>|1:4340|2:3485,9609
3889|>|1:3499|1:3532
3890|>|1:3520|1:3503
3891|=|2:3506,7|1:3605
3892|>|1:4458|1:3507
3893|=|1:3508|2:3588,33
3894|>|1:3509|1:3697
3895|=|1:3637|2:5431,1799
3896|=|2:3524,26|2:3511,25
3897|=|2:52,557|2:3689,15
3898|=|2:557,125|2:55,3718
3899|=|1:3515|1:4224
3900|=|1:4233|1:3516
3901|=|1:3516|1:4234
3902|=|1:4230|1:3517
3903|=|1:3517|1:4231
3904|=|1:3518|1:3519
3905|>|1:3680|2:3523,2775
3906|>|2:3022,3523|2:1230,3680
3907|=|1:3632|2:3526,9
3908|=|1:4242|1:3527
3909|=|1:3527|1:4243
3910|>|1:3531|1:4405
3911|=|2:98,3947|1:3538
3912|=|1:3538|1:4023
3913|=|2:52,3541|2:3703,15
3914|>|1:3544|1:3674
3915|>|1:4433|1:3544
3916|=|1:3615|1:3545
3917|=|2:307,3547|2:35,3692
3918|=|2:3526,2|1:3632
3919|=|2:3557,3|2:3585,4
3920|=|1:3557|1:3585
3921|>|1:3741|2:3554,3563
3922|=|1:3673|1:3563
3923|=|1:229|1:99
3924|=|3:117,3609,2|2:13,3567
3925|=|3:117,3610,2|2:13,3568
3926|=|2:3569,125|2:55,3719
3927|=|1:3571|1:3572
3928|=|1:4239|1:3574
3929|>|1:43|1:3612
3930|=|1:3574|1:4240
3931|>|1:3635|1:3575
3932|>|1:3410|1:3626
3933|>|2:4334,884|1:3582
3934|=|2:43,3622|2:3729,15
3935|>|1:3603|1:3584
3936|=|2:29,3592|2:3698,15
3937|>|1:3594|1:4469
3938|=|2:29,3596|2:3679,15
3939|=|2:3597,10|2:13,3629
3940|=|2:1497,3598|2:110,3661
3941|=|3:117,3630,2|2:13,3601
3942|=|2:3604,125|2:55,4524
3943|=|2:199,3604|2:3716,15
3944|=|1:3716|1:3604
3945|>|1:3612|1:4433
3946|=|2:2886,3677|2:1004,3619
3947|=|1:3668|1:3621
3948|=|2:3622,125|2:55,3728
3949|=|1:3623|1:3673
3950|=|1:3629|1:4033
3951|>|1:4460|1:3635
3952|>|1:3638|2:4255,9
3953|=|2:3646,125|2:55,3734
3954|>|1:3648|1:3687
3955|>|1:3650|1:4455
3956|>|1:3650|1:4455
3957|>|1:3651|1:4456
3958|>|1:3651|1:4456
3959|=|1:3652|1:3825
3960|=|2:199,3654|2:3739,15
3961|=|3:117,3676,2|2:13,3655
3962|>|2:3674,3544|1:3753
3963|=|2:163,3675|2:3730,15
3964|=|1:3704|2:3682,129
3965|=|1:3691|1:3686
3966|=|2:52,3688|2:3737,15
3967|=|1:3582|2:4755,130
3968|=|2:3582,793|2:3722,1373
3969|=|2:199,3604|2:3747,15
3970|=|1:3694|1:4382
3971|>|2:3711,884|1:3714
3972|>|1:3697|1:4135
3973|=|2:43,3699|2:3746,15
3974|>|1:3723|2:3708,9
3975|>|1:4364|2:3708,9
3976|>|1:3708|1:4365
3977|=|1:3709|1:3715
3978|=|2:4526,125|2:55,3716
3979|=|2:52,3716|2:3738,15
3980|=|2:3716,125|2:55,4525
3981|=|1:3738|2:3716,121
3982|=|1:3716|2:4526,264
3983|=|2:3717,125|2:55,3749
3984|=|2:43,3729|2:3751,15
3985|>|1:3723|1:4364
3986|>|1:4537|1:3723
3987|>|1:3724|1:3741
3988|=|1:3732|1:3735
3989|=|2:43,3733|2:3754,15
3990|=|1:3736|1:3744
3991|=|2:3737,52|2:4520,15
3992|=|2:3737,199|2:4520,15
3993|=|2:3737,307|2:4522,35
3994|=|2:4527,125|2:55,3738
3995|=|2:3738,125|2:55,3750
3996|=|2:3738,125|2:55,4531
